trip_id,user_id,name_user,rut_user,vehicle_id,booking_time,start_time,end_time,status_id,travel_dist,membership_id,price_amount,price_tax,price_total,start_lat,start_lon,end_lat,end_lon
19,231,Ethan Smith,86034119,35,2022-10-02 12:24:32,2022-10-02 12:25:32,2022-10-02 14:07:32,6,23906,2,25004,4750.76,29754,-33.51872011112063,-70.70493299935873,-34.334823506109785,-70.67523981080855
20,633,David Watson,55516022,60,2022-05-13 01:05:28,2022-05-13 01:10:28,2022-05-13 10:40:28,6,45838,1,23487,4462.53,27949,-34.415896239679334,-70.9578990095843,-34.26651438113854,-70.79835118625878
21,446,Marc Roberts,79585476,61,2022-07-14 05:24:14,2022-07-14 05:35:14,2022-07-14 15:17:14,2,93809,3,11896,2260.2400000000002,14156,-34.08977230507696,-70.63687756532775,-34.36220394922273,-70.9029385734306
22,519,Megan Bowman,46818195,7,2022-05-21 01:17:14,2022-05-21 01:21:14,2022-05-21 06:38:14,1,60563,3,8495,1614.05,10109,-34.288683471677544,-70.67166157848614,-34.32593225678673,-71.47507460866046
23,218,Randall Cannon,67269459,63,2022-03-21 09:29:36,2022-03-21 09:37:36,2022-03-21 16:01:36,4,46969,1,10736,2039.84,12775,-34.4362218962397,-71.18248691405518,-33.53667231523989,-71.04693415803288
24,373,Craig Cortez,24747123,75,2022-03-31 14:47:24,2022-03-31 14:51:24,2022-04-01 09:47:24,6,69604,3,13993,2658.67,16651,-34.46025413468947,-71.30840481926546,-33.91756959835037,-71.38956343439791
25,39,Karina Campbell,56526105,27,2022-05-26 07:45:23,2022-05-26 07:49:23,2022-05-27 02:14:23,4,17258,1,17574,3339.06,20913,-33.70173897331397,-70.82576363395412,-33.719503375268864,-71.26031307947513
26,711,Ivan Lang,78162826,83,2022-03-01 01:44:21,2022-03-01 01:45:21,2022-03-01 02:58:21,4,7138,1,13453,2556.07,16009,-34.134747132353056,-70.51869659366771,-34.234232057600614,-71.33145443476019
27,633,David Watson,55516022,92,2022-08-15 08:10:34,2022-08-15 08:24:34,2022-08-15 17:32:34,1,67863,2,25211,4790.09,30001,-33.8543880485945,-71.22683765224254,-33.566019860885326,-70.78678171478619
28,586,Shelley Holmes,37965898,8,2022-02-02 01:38:20,2022-02-02 01:40:20,2022-02-02 22:08:20,3,92252,1,11823,2246.37,14069,-34.40122426152684,-70.82867033761646,-33.62776316944174,-71.13932822190745
29,517,Kimberly Simpson,38283146,54,2022-07-31 06:24:34,2022-07-31 06:36:34,2022-07-31 10:16:34,3,7799,2,5282,1003.58,6285,-33.67024159564316,-71.2334301066462,-34.10853419428094,-70.87167955940596
30,30,Mark Smith,84303976,74,2022-05-31 04:33:20,2022-05-31 04:45:20,2022-05-31 05:00:20,3,83631,1,5314,1009.66,6323,-34.37435493593063,-70.50770999252596,-34.47797972488425,-71.42797694786768
31,997,Garrett Beck,82965484,61,2022-01-29 21:03:34,2022-01-29 21:07:34,2022-01-30 20:51:34,6,26947,3,16593,3152.67,19745,-34.24388646039353,-71.11894071090376,-34.30864459206413,-71.05718493799795
32,731,Michael Moore,24135904,66,2022-03-26 13:45:07,2022-03-26 13:46:07,2022-03-27 01:26:07,1,29270,2,25676,4878.4400000000005,30554,-34.365094040060285,-70.9578948077227,-34.23389866735594,-70.73918332254588
33,644,Mallory Stout,72818340,2,2022-11-28 20:38:40,2022-11-28 20:50:40,2022-11-28 21:39:40,2,8836,3,3937,748.03,4685,-34.453034753781736,-70.90934281670847,-33.99399281241025,-70.5123341498777
34,655,Robert Lucas,60679328,41,2022-11-08 04:03:37,2022-11-08 04:15:37,2022-11-09 03:59:37,4,20893,1,17905,3401.95,21306,-33.579598912340224,-70.6948635543779,-34.33118342856929,-70.92947074766967
35,649,Jesse Gonzalez,45847188,13,2022-05-03 11:34:39,2022-05-03 11:37:39,2022-05-03 18:32:39,4,4896,3,13336,2533.84,15869,-33.763628024157455,-71.23899284378972,-33.835964996204126,-70.54211005113658
36,325,John Zavala,36254297,32,2022-05-02 14:17:20,2022-05-02 14:30:20,2022-05-02 15:59:20,5,16198,3,22712,4315.28,27027,-33.715142745020955,-71.30671037061104,-34.09928404396956,-70.90768920626799
37,938,Andrew Lee,77542243,24,2022-06-03 15:53:22,2022-06-03 16:04:22,2022-06-04 07:41:22,1,392,2,7627,1449.13,9076,-34.02841778821736,-71.30095704411379,-33.97909536646184,-71.4585663927709
38,782,Earl Perez,19524215,63,2022-05-15 07:12:09,2022-05-15 07:27:09,2022-05-16 05:36:09,4,61843,1,25929,4926.51,30855,-34.22667203133434,-70.96712503930668,-34.242565496205565,-71.13061428847445
39,195,Lisa Wilson,45567236,2,2022-01-14 20:04:37,2022-01-14 20:08:37,2022-01-15 01:52:37,6,22286,3,26296,4996.24,31292,-34.26478063921485,-71.42853647610801,-33.76611965471101,-71.02615679059521
40,491,Julia Fry,68628417,54,2022-04-15 12:46:06,2022-04-15 12:52:06,2022-04-15 23:32:06,5,9565,1,7165,1361.35,8526,-33.67167314983946,-71.29841359273095,-34.41975192256408,-70.82754741820207
41,811,Omar Barnett,38181827,33,2022-10-08 12:13:11,2022-10-08 12:28:11,2022-10-09 09:59:11,6,6671,1,18874,3586.06,22460,-33.98480354820706,-70.96240822660783,-33.88415223636249,-71.21241566252291
42,538,Ronald Benton,64218585,59,2022-10-04 00:02:27,2022-10-04 00:10:27,2022-10-04 18:09:27,4,63779,1,17773,3376.87,21149,-33.62494502235915,-70.59103064002217,-33.86649094305442,-71.01450006723705
43,397,Brandon Hardy,27249070,8,2022-08-14 08:02:32,2022-08-14 08:10:32,2022-08-15 04:46:32,4,83482,3,20812,3954.28,24766,-34.18145840361205,-71.0244614636533,-33.634364954060196,-71.28216311779397
44,998,Samuel Perez,45455527,13,2022-04-28 05:55:21,2022-04-28 06:06:21,2022-04-28 17:26:21,1,33418,3,20692,3931.48,24623,-34.283631568180915,-70.69404815913887,-34.010431766753996,-70.58876031349074
45,429,Debra Byrd,73260803,29,2022-03-25 11:35:55,2022-03-25 11:49:55,2022-03-25 18:35:55,6,81898,1,5940,1128.6,7068,-33.739576636181276,-70.65586517722065,-33.539694780215946,-71.30076445294652
46,62,Jacob Duffy,32562161,96,2022-03-13 21:23:05,2022-03-13 21:35:05,2022-03-14 06:10:05,5,93712,2,9294,1765.8600000000001,11059,-34.18235993738819,-70.85546699869774,-33.80857190063597,-70.58125035027678
47,594,Connor Sandoval,90730458,98,2022-04-02 05:54:07,2022-04-02 06:05:07,2022-04-03 05:29:07,6,58746,2,1979,376.01,2355,-33.5848477146463,-71.06950407445248,-33.50266580324568,-71.10844264191296
48,112,Ashley Velasquez,92532990,98,2022-04-04 20:34:49,2022-04-04 20:37:49,2022-04-05 05:46:49,5,91540,3,27591,5242.29,32833,-33.61294088239128,-71.29092441096367,-34.125040861437974,-71.25764283132642
49,782,Earl Perez,19524215,9,2022-10-12 16:56:06,2022-10-12 17:00:06,2022-10-13 00:38:06,3,94949,1,11625,2208.75,13833,-33.58866723449541,-71.41651554255219,-33.675424058302994,-70.88455647737834
50,57,Brianna Thompson,25178356,34,2022-02-24 00:25:24,2022-02-24 00:26:24,2022-02-24 06:06:24,2,20382,3,9978,1895.82,11873,-34.11061051863808,-71.23557983266345,-34.308268770333804,-71.02452779874216
51,447,Jimmy Fleming,83489587,33,2022-07-14 11:54:54,2022-07-14 12:09:54,2022-07-15 03:46:54,2,75370,3,14229,2703.51,16932,-34.39191998624694,-70.53684345415579,-34.35616550831634,-71.26685970099038
52,779,Anthony Barber,65857475,72,2022-05-28 13:21:34,2022-05-28 13:29:34,2022-05-28 17:47:34,4,3125,2,6615,1256.85,7871,-33.92532096114608,-70.57721636632397,-33.885331176596715,-70.78850560535096
53,468,Stephanie Blankenship,52026178,40,2022-04-23 05:00:59,2022-04-23 05:13:59,2022-04-23 13:55:59,4,35144,3,13832,2628.08,16460,-33.92003559638256,-70.54919955958414,-33.83502455705163,-70.83164786037902
54,946,Scott Castro,54097633,75,2022-05-15 01:51:51,2022-05-15 02:01:51,2022-05-16 00:56:51,3,79895,3,9681,1839.39,11520,-33.84613892099225,-70.75474918298805,-34.32100921075791,-70.61400276679655
55,387,Eric Calderon,55985207,18,2022-04-03 12:55:16,2022-04-03 12:56:16,2022-04-04 07:46:16,1,18938,3,14880,2827.2,17707,-33.63625622803315,-71.00878561497392,-34.23591495592697,-71.15577641445239
56,47,Michelle Clark,47987362,82,2022-10-14 19:36:45,2022-10-14 19:43:45,2022-10-15 08:54:45,5,41681,1,18717,3556.23,22273,-34.01168132094948,-70.55916260802212,-34.27624682012446,-70.54277168808679
57,485,Heather Lopez,97937544,81,2022-09-14 01:12:04,2022-09-14 01:14:04,2022-09-14 05:18:04,5,95115,2,19423,3690.37,23113,-33.92851223263458,-71.43810259798063,-33.8399848137018,-71.15203326562767
58,321,Melissa Edwards,74240551,62,2022-03-28 02:29:45,2022-03-28 02:37:45,2022-03-28 18:55:45,6,48775,3,24018,4563.42,28581,-34.43683882740403,-71.14082396839439,-33.90313322985523,-70.93876578476974
59,856,Robert Larson,22332884,47,2022-05-08 07:14:32,2022-05-08 07:15:32,2022-05-08 10:00:32,3,32927,3,26956,5121.64,32077,-33.97259731912591,-70.9121489638249,-33.83528178036119,-70.89463641342991
60,544,Charles Silva,64207573,52,2022-05-13 06:46:43,2022-05-13 07:00:43,2022-05-14 00:58:43,4,39620,2,11412,2168.28,13580,-34.39407319730965,-70.7282331493564,-33.972202406604616,-71.41143656898693
61,801,Pamela Richardson,92515668,25,2022-03-25 18:57:47,2022-03-25 18:59:47,2022-03-26 05:16:47,4,79831,1,26958,5122.02,32080,-34.41523186979887,-70.65123975562874,-34.01170074487181,-70.83068637528588
62,821,Thomas Black,89399739,78,2022-02-12 18:15:17,2022-02-12 18:28:17,2022-02-13 00:37:17,3,36834,3,17848,3391.12,21239,-33.67504190991306,-71.46095202828805,-33.951281674277126,-71.06793846999346
63,811,Omar Barnett,38181827,98,2022-02-20 01:45:29,2022-02-20 01:48:29,2022-02-20 09:05:29,6,10882,3,14189,2695.91,16884,-33.89928324401811,-71.26810391373833,-34.418995581897356,-71.22187031839016
64,582,Daniel Burns,13636748,45,2022-03-28 12:38:58,2022-03-28 12:40:58,2022-03-28 23:04:58,6,39355,2,17256,3278.64,20534,-33.95621458976688,-71.06622007756586,-34.341209437050736,-70.68456466794058
65,471,Lisa Kelly,27728535,15,2022-07-02 08:32:36,2022-07-02 08:42:36,2022-07-03 06:00:36,2,16515,3,2558,486.02,3044,-33.58225372440641,-71.1833923491842,-33.614364034720055,-70.82193748881137
66,230,Robert Mcdonald,35537892,30,2022-03-27 17:25:50,2022-03-27 17:26:50,2022-03-28 02:50:50,1,96131,1,23534,4471.46,28005,-33.60730228666691,-70.89945674680001,-34.483878340973334,-71.31969536562191
67,130,Jamie Gibbs,35034257,30,2022-10-31 16:38:01,2022-10-31 16:44:01,2022-11-01 13:01:01,5,66580,3,11403,2166.57,13569,-33.584435103091145,-70.82218191280946,-33.88321237713275,-71.42200788328712
68,389,Julie Flores,88846464,72,2022-09-26 01:26:19,2022-09-26 01:39:19,2022-09-26 18:46:19,5,4826,3,7176,1363.44,8539,-33.658575138183195,-71.49824550071745,-33.94994101271342,-70.52928731872208
69,825,James Ramirez,50476214,22,2022-12-30 08:39:52,2022-12-30 08:46:52,2022-12-30 16:09:52,3,14359,3,9828,1867.32,11695,-33.804103933190355,-70.56468006902669,-34.3946185031933,-70.85055757392954
70,389,Julie Flores,88846464,53,2022-11-26 08:55:47,2022-11-26 08:57:47,2022-11-27 05:27:47,4,4512,2,21250,4037.5,25287,-33.798828293030084,-70.684308391538,-34.133040140325015,-71.04419644976188
71,836,Carrie Phillips,25938458,19,2022-10-16 12:16:15,2022-10-16 12:25:15,2022-10-17 10:56:15,2,77933,2,18423,3500.37,21923,-34.22728863596249,-70.64952000389079,-34.123995359566464,-70.57209461852314
72,521,Ryan Diaz,72817402,36,2022-06-20 22:00:07,2022-06-20 22:03:07,2022-06-21 06:48:07,5,69155,2,20432,3882.08,24314,-34.37009043619721,-71.48358296979596,-34.03440898207955,-71.44008854883965
73,729,Justin Miranda,12681544,40,2022-10-30 06:04:44,2022-10-30 06:17:44,2022-10-30 16:01:44,6,47839,2,3333,633.27,3966,-34.06775839263514,-70.60660502504048,-34.37596289390805,-70.93352818325904
74,975,Jeremy Boyer,17307569,60,2022-10-21 20:41:21,2022-10-21 20:46:21,2022-10-22 14:48:21,6,78827,3,28115,5341.85,33456,-33.67478097824618,-70.64622131815263,-33.99742389398246,-70.63056562623994
75,595,Jason Lee,27142298,58,2022-06-10 20:40:46,2022-06-10 20:43:46,2022-06-11 12:00:46,1,2776,2,10836,2058.84,12894,-33.59375488774602,-70.9798148374396,-34.03453596643926,-70.61099127769764
76,535,Jessica Dunn,74348823,88,2022-03-20 04:43:47,2022-03-20 04:53:47,2022-03-21 01:17:47,3,12570,1,4538,862.22,5400,-33.58649632354524,-70.67705463155077,-33.52752253267408,-71.08764984046216
77,205,Joseph Melendez,49488059,98,2022-01-31 21:20:23,2022-01-31 21:29:23,2022-02-01 15:21:23,4,44102,3,25861,4913.59,30774,-33.50448185363677,-71.33760308410672,-34.41468239205139,-70.90226055824152
78,175,Tiffany Haynes,72003313,17,2022-10-05 02:25:50,2022-10-05 02:40:50,2022-10-05 15:51:50,3,26384,2,9773,1856.8700000000001,11629,-34.34067820618077,-71.29918578609764,-34.470000698744805,-70.69166518436376
79,595,Jason Lee,27142298,35,2022-08-24 17:59:31,2022-08-24 18:10:31,2022-08-25 04:43:31,5,11339,2,11802,2242.38,14044,-33.53986815029519,-71.2239502287551,-34.0006894384813,-70.74324678676042
80,622,Robert Stevens,65683168,61,2022-11-17 18:24:29,2022-11-17 18:37:29,2022-11-18 13:42:29,5,74462,3,3791,720.29,4511,-33.941032373284166,-71.41341515202475,-34.06413431654168,-70.72131770305663
81,595,Jason Lee,27142298,71,2022-08-24 08:40:41,2022-08-24 08:45:41,2022-08-25 08:01:41,4,43998,3,13287,2524.53,15811,-33.55256844871832,-71.45322103365774,-34.258752473849704,-71.34388573908504
82,900,Sandra Levine,42465043,94,2022-11-22 05:53:39,2022-11-22 05:55:39,2022-11-22 19:11:39,4,86966,2,7933,1507.27,9440,-34.355830486601185,-70.73294321523886,-33.77771514901587,-71.44627760169837
83,834,Michelle Evans,15757721,71,2022-08-26 18:28:45,2022-08-26 18:39:45,2022-08-27 16:49:45,3,84335,3,27960,5312.4,33272,-33.77929121990291,-71.12341809701036,-34.492504735371504,-71.41050166791958
84,121,Brenda Esparza,13686612,72,2022-09-19 23:27:02,2022-09-19 23:33:02,2022-09-20 04:14:02,6,77780,1,25323,4811.37,30134,-34.30818839588118,-70.61839062973517,-34.37803895083942,-71.24957329535277
85,979,David Campos,14018674,73,2022-07-01 16:54:02,2022-07-01 17:09:02,2022-07-01 18:25:02,3,10739,3,15781,2998.39,18779,-33.50583968268234,-70.79453304497363,-33.51935124908606,-71.0049401655959
86,834,Michelle Evans,15757721,96,2022-03-31 05:19:02,2022-03-31 05:24:02,2022-03-31 12:14:02,6,23993,2,2188,415.72,2603,-33.94404621427075,-70.6835253245514,-33.637243686317646,-70.75095505648011
87,858,Brandon Vasquez,86313227,47,2022-04-10 22:26:03,2022-04-10 22:30:03,2022-04-11 10:18:03,1,67026,3,18419,3499.61,21918,-33.578040586166075,-71.34165146026488,-33.84196889942966,-71.01155823892567
88,523,John Kramer,17433535,91,2022-09-03 09:51:22,2022-09-03 10:05:22,2022-09-04 04:05:22,1,39138,1,3855,732.45,4587,-34.14517527119162,-71.18007294744453,-34.444901296221175,-70.88104913114483
89,641,Kevin Brown,57194698,51,2022-07-04 22:32:51,2022-07-04 22:45:51,2022-07-05 15:09:51,3,38725,3,14001,2660.19,16661,-34.21180041892134,-71.0091386168374,-33.53119702536958,-70.86059090909474
90,474,Gina Miller,98099874,55,2022-02-22 07:45:52,2022-02-22 07:53:52,2022-02-22 23:41:52,2,8077,1,2587,491.53000000000003,3078,-33.946435387813345,-70.52998755977072,-34.414579170843496,-70.52992330533847
91,818,Brandon Marsh,66414783,96,2022-06-01 11:41:37,2022-06-01 11:53:37,2022-06-01 14:48:37,4,51623,3,11888,2258.72,14146,-34.420149185613674,-70.8958035839381,-34.34199196635235,-71.10475668811938
92,979,David Campos,14018674,78,2022-11-26 09:33:07,2022-11-26 09:46:07,2022-11-26 14:34:07,6,88602,1,8222,1562.18,9784,-34.4041233435164,-70.70985357934264,-34.15165070102732,-70.54614424133995
93,905,Amanda Washington,17198976,39,2022-09-07 06:11:01,2022-09-07 06:13:01,2022-09-07 22:08:01,5,55154,3,20195,3837.05,24032,-33.56525296444491,-70.70419042511917,-33.67055674017047,-70.81825059953951
94,72,Diane Webb,10836671,9,2022-08-13 23:47:24,2022-08-13 23:52:24,2022-08-14 00:59:24,5,35400,2,15455,2936.45,18391,-33.65439606352447,-70.53940442103261,-33.83724926291914,-70.54884275841654
95,145,Daniel Lee,23645918,24,2022-11-09 21:07:45,2022-11-09 21:08:45,2022-11-09 22:15:45,6,14762,1,4143,787.17,4930,-33.671350983027345,-70.74088571606829,-33.61225898210073,-71.08029478295204
96,689,Janice Dunn,64814237,55,2022-09-15 02:31:26,2022-09-15 02:33:26,2022-09-15 21:15:26,1,49579,3,25167,4781.7300000000005,29948,-34.208189226901176,-70.89216351269188,-33.91625781040968,-70.91215410157672
97,696,Kellie Freeman,76854062,33,2022-07-08 02:39:18,2022-07-08 02:41:18,2022-07-08 17:43:18,5,73906,3,26553,5045.07,31598,-33.79607338131262,-70.67474013211203,-34.054056343699045,-70.72321997307571
98,229,Aaron Stewart,91370523,12,2022-03-18 02:16:22,2022-03-18 02:28:22,2022-03-18 15:43:22,6,74484,2,27075,5144.25,32219,-34.02940651111763,-71.47317698801504,-34.254001170294124,-70.80374928521756
99,679,Penny Edwards,50382034,62,2022-06-02 13:17:45,2022-06-02 13:21:45,2022-06-02 20:28:45,4,26588,2,19651,3733.69,23384,-34.49715419829916,-70.70493508240675,-34.10123140380469,-70.66011040809488
100,425,Mr. Jack Henry,98211215,62,2022-01-09 20:36:27,2022-01-09 20:47:27,2022-01-10 04:38:27,3,85829,3,23629,4489.51,28118,-34.05157548230452,-70.89553996574753,-33.807801835606384,-70.63621096510511
101,709,Mrs. Krista Golden,35875525,48,2022-04-02 02:50:44,2022-04-02 02:54:44,2022-04-02 14:40:44,6,84058,2,11186,2125.34,13311,-33.70101602460972,-70.88408314391461,-34.19271003285015,-70.51354392468998
102,914,Michael Johnson,32776858,80,2022-07-23 10:48:17,2022-07-23 10:58:17,2022-07-23 13:47:17,2,40274,2,16442,3123.98,19565,-34.38889444365289,-70.56491972892366,-33.86445813622596,-71.02740763020428
103,575,Jake Johnson,36586049,83,2022-01-28 21:24:59,2022-01-28 21:34:59,2022-01-29 05:27:59,1,74644,3,20776,3947.44,24723,-33.69476242474665,-71.15761643214137,-33.57509739950738,-71.08297843793132
104,53,Emily Mcmillan,25850263,23,2022-07-28 17:50:52,2022-07-28 18:01:52,2022-07-29 13:06:52,5,14376,2,1770,336.3,2106,-34.21265131344063,-70.50326491157391,-34.21460449435776,-70.80067324386611
105,523,John Kramer,17433535,96,2022-10-12 11:29:18,2022-10-12 11:41:18,2022-10-12 22:49:18,1,55530,2,14457,2746.83,17203,-33.62472796458539,-70.8320287264316,-34.21517807362945,-71.24913229347548
106,780,Laura Harmon,15839768,79,2022-05-26 04:40:42,2022-05-26 04:41:42,2022-05-26 18:03:42,6,1561,2,14613,2776.4700000000003,17389,-34.424058079312914,-70.60104007072694,-34.42463001013901,-71.34719974778616
107,633,David Watson,55516022,50,2022-12-13 21:42:56,2022-12-13 21:50:56,2022-12-14 11:13:56,1,75501,1,20351,3866.69,24217,-34.103702036191656,-70.95632469788937,-34.240890464041485,-70.68297209072792
108,19,Jennifer Evans,20087811,38,2022-12-06 13:42:56,2022-12-06 13:47:56,2022-12-06 22:47:56,1,99740,3,24163,4590.97,28753,-33.56114599215076,-70.60217806411555,-33.58319967059937,-70.90367577874407
109,325,John Zavala,36254297,39,2022-08-18 20:20:07,2022-08-18 20:26:07,2022-08-19 11:13:07,3,47108,1,18892,3589.48,22481,-34.02895714633252,-71.08110604935386,-33.61480324987499,-71.01257348278058
110,225,Cassandra Lawrence,48534747,16,2022-10-13 07:49:56,2022-10-13 08:00:56,2022-10-13 19:18:56,2,93715,3,17544,3333.36,20877,-33.9730141559765,-70.58590077272252,-34.18938063847672,-71.21063387970945
111,452,Carol Bowman,14044343,2,2022-08-26 07:38:02,2022-08-26 07:42:02,2022-08-26 20:43:02,5,65791,1,12133,2305.27,14438,-34.1748288665355,-71.31967718063922,-34.02726715167715,-71.09708689617553
112,749,John Brown,88217935,13,2022-06-10 07:43:42,2022-06-10 07:51:42,2022-06-10 20:09:42,3,62094,3,16344,3105.36,19449,-34.42940068342201,-70.7092665198105,-34.18450682448004,-70.54535348504966
113,933,Antonio Moore,46274660,13,2022-11-23 22:48:37,2022-11-23 23:01:37,2022-11-24 19:27:37,6,91631,1,6707,1274.33,7981,-33.962723686748305,-70.83223249169697,-34.19839104334773,-70.7544998395276
114,169,Anthony Smith,49331217,36,2022-02-28 14:22:36,2022-02-28 14:25:36,2022-03-01 00:27:36,5,24897,3,23197,4407.43,27604,-33.89413142597549,-70.84049992990626,-33.89475510953613,-71.4163254217656
115,166,Alexandra Swanson,94590056,23,2022-02-11 02:41:24,2022-02-11 02:52:24,2022-02-11 12:16:24,3,84008,2,16535,3141.65,19676,-34.00330573941309,-70.6984804975006,-33.79537106647378,-70.83810312749547
116,30,Mark Smith,84303976,43,2022-02-25 10:05:28,2022-02-25 10:17:28,2022-02-25 12:56:28,2,72276,1,27386,5203.34,32589,-34.01534492978157,-70.63196476901561,-33.785660625907404,-71.33319183143102
117,137,Hannah Sanchez,50092109,30,2022-05-13 05:46:35,2022-05-13 05:54:35,2022-05-13 12:42:35,4,21764,3,29426,5590.9400000000005,35016,-33.90836628417779,-71.20770419069163,-34.175533689716424,-70.60626642678582
118,306,Elizabeth Ingram,98335366,1,2022-08-13 19:04:22,2022-08-13 19:19:22,2022-08-14 06:11:22,4,60805,3,4690,891.1,5581,-33.772168659967264,-71.35522692395976,-34.077282946142155,-71.0166720861124
119,595,Jason Lee,27142298,40,2022-08-05 11:21:26,2022-08-05 11:22:26,2022-08-06 03:40:26,4,38291,1,27152,5158.88,32310,-34.3013782823552,-70.96890053429613,-34.279960785043464,-71.15424592603415
120,560,Erika Spencer,75167809,71,2022-01-08 05:02:55,2022-01-08 05:06:55,2022-01-08 08:16:55,3,5399,2,25169,4782.11,29951,-34.14655715013056,-71.23970228138303,-34.062181222443776,-71.48865615683081
121,565,Anthony Gutierrez Jr.,19564819,36,2022-04-07 17:12:03,2022-04-07 17:24:03,2022-04-08 12:39:03,2,93437,3,2033,386.27,2419,-33.643890371047625,-70.90767600285757,-33.94938304807607,-70.63397628286937
122,319,Christopher Bryant,49718158,79,2022-01-04 23:03:59,2022-01-04 23:04:59,2022-01-05 21:58:59,3,4604,3,10379,1972.01,12351,-33.642323938515666,-70.677520018446,-33.88324183738101,-71.43870475892474
123,573,Amy Williams,23656967,36,2022-06-26 21:15:17,2022-06-26 21:18:17,2022-06-27 05:22:17,5,82824,1,23017,4373.2300000000005,27390,-34.2158682531318,-71.33006213758246,-33.64799058402257,-70.8308760125568
